Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
Golden Equity Property art 2460-2500 Keele Street,"$1,800No Utilities Included","2460-2500 Keele, Toronto, ON, M6L 2N4","March 10, 2024 1:01 PM",Apartment,2,1,,Not Included,"2460-2500 Keele Street, 2 bedrooms",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-art-2460-2500-keele-street/1505829419
Golden Equity Properties at 2548 Kipling Avenue,"$1,800No Utilities Included","2548 Kipling Avenue, Etobicoke, ON, M9V 3B1","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,2548 Kipling Avenue. We are offering 1 and 2 bedroom newly renovated apartments in a secure building in Etobicoke Ontario.,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2548-kipling-avenue/1505776860
Seeking PART-TIME mature FEMALE roomie – May 1st $885,,"Toronto, ON M6J 3W5","March 10, 2024 1:01 PM",,,,,,"KING WEST ... Hello prospective roomie! YOU ARE a cheerful, clean, tidy FEMALE BUSINESS Professional seeking PART-TIME accommodation up to 5 nights a week, weekdays (i.e. arrive Sunday night, depart Friday morning) with OCCASIONAL weekends as needed, e.g., to attend a conference. This is your 'pied a Terre' when attending Toronto-based offices weekdays during 'regular' office hours (i.e., you go out each morning for the day, rarely working from here, if at all). You are mature, e.g., the likes of “yo” and “hey” are not standard greetings:-). Although it is not expected that you maintain your room as picture perfect, it means a lot that you are someone who keeps even a loosely made bed. Suitable inquiries acknowledged promptly. REFER TO END OF AD for requisite information to provide in your response. First + last month's rent required (i.e. “last” month’s rent on confirmation, “first” month’s rent on move-in).",13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/seeking-part-time-mature-female-roomie-may-1st-885/1687802585
"Veg Indian Family Offers Room Rent in North York, Scarborough",,"North York, ON M3A 2H4","March 10, 2024 12:55 PM",,,,,,"Offering single rooms for rent (no sharing) in very bright basement apartment. Kitchen shared with Vegetarian tenant(s).
Rent includes unlimited high speed wi-fi, laundry and utilities (heat, hydro, water).",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/veg-indian-family-offers-room-rent-in-north-york-scarborough/1687802120
Veg Indian Family Offers Room Rent near Don Mills Subway,,"North York, ON M2J 1Z2","March 10, 2024 12:54 PM",,,,,,"Single rooms for rent (no sharing) next to Don Mills Subway, Fairview Mall. Kitchen shared with Vegetarian tenant(s).
Rent includes unlimited high speed wi-fi, laundry and utilities (heat, hydro, water). Mattress provided.
Ideal for professionals working in Scarborough, North York or Downtown as well as students from Lambton and Seneca colleges.
5 mins walk to Fairview Mall, Library, Cineplex, convenience stores, TTC bus etc.
10-15 mins walk or few stops to Peanut Plaza with Indian grocery store.",5 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/veg-indian-family-offers-room-rent-near-don-mills-subway/1687802067
One bedroom basement apartment,Please ContactAll Utilities Included,"Markham, ON L3S 0A5","March 10, 2024 12:54 PM",Basement,1,1,"Hydro, Heat, Water",Internet,"1 Bedroom Basement for Rent in Markham and Denison area. Fully furnished. Walking distance to: TTC bus stop – YRT bus stop, No-frills, Costco, Canadian Tire, Staples, restaurants, Markham and Steeles stores, Community Centre, schools and more. Most suitable for one or two female students. Available from April 1,2024. No pets, No smoking. Rent will be $1750 + 40% utilities (gas, hydro, water) Will require Credit checks/references/job letters First and Last months rent. Please call 416-951-1053.",16 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-basement-apartment/1687802057
Veg Indian Family Offers Room Rent at Yonge and Sheppard,,"North York, ON M2N 5X7","March 10, 2024 12:53 PM",,,,,,"Prime North York Location. Kitchen shared with Vegetarian tenant. Connected to Mall, Subway, TTC etc. Great connectivity and convenience.
Working Professionals, Couples or Students are welcome.",5 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/veg-indian-family-offers-room-rent-at-yonge-and-sheppard/1687802024
One large bed room in a basement apartment for rent,,"Scarborough, ON M1P 1X6","March 10, 2024 12:53 PM",,,,,,"8 Glaive Dr, Scarborough
One large bed room in a basement apartment for rent
From any time in April 01, 2024
>HIGH DEMAND AREA TO LIVE IN.
Very close to Hwy 401,
4 min walk to TTC on Ellesmere.
7 min walk to Kennedy and Ellesmere intersection.
3 stops TTC ride to Ellesmere station.
10min walk to Ellesmere Station
10min Commute and 20-25min walk to Northern College
Rent: One large bed room: $950.00 per month
{furnished (mattress and chair- table), water, hydro, air condition and heating included, Free wifi}
NOT PET FRIENDLY
No drinking, no drugs, no smoking of any kind.
Please Text: at 647-858-4702 (no call please) or email at: niaz_tanzeem@yahoo.com",14 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-large-bed-room-in-a-basement-apartment-for-rent/1687802026
Private room in 2 bedroom basement,,"52 Warfield Dr, North York, ON M2J 3S3","March 10, 2024 12:53 PM",,,,,,"Move in date -1st May
Accommodation available
for 1 MALE in a newly renovated basement with 2 bedrooms and 1 bath at North York.
Sofa bed included to suit your need.
Walking distance to
Seneca Newham campus, Lambton College,
and nearby Loyalist College.
Easy access to TTC, YRT, and GO transit.
Nearby stores within walking distance: Dollarama, NoFrills, CF Fairview Mall, Indian grocery store.
20-minute bus ride to Walmart and Scarborough Town Centre.
Convenient location for newcomers to the area. All utilities included in rent, including high-speed wifi.
Vegetarians, non-smokers and non-drinkers only.",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-2-bedroom-basement/1687801967
Bathurst and Eglinton 1+ Bedroom basement of house,"$1,850All Utilities Included","Toronto, ON M6B 3G5","March 10, 2024 12:49 PM",Basement,1,1,"Hydro, Heat, Water",Internet,1 bedroom basement of house. Separate entrance. Walk to subway. Steps to park. Working single or couple only. Greenbelt near by. Utilities incl. private laundry in unit. No smoking. Great neighbourhood. Close to shops and restaurants. Air conditioning,13 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bathurst-and-eglinton-1-bedroom-basement-of-house/1687801728
Room for rent /Islington and Rexdale,,"Hadrian Dr, Toronto, M9W 1V8","March 10, 2024 12:42 PM",,,,,,"* Must see! Private bright spacious one bedroom room basement for rent in a raised bungalow. Major intersection/ Islington and Rexdale.
Beautiful 1300 square feet 2 bedroom basement in a raised bungalow. One bedroom is occupied by an Indian IT Muslim couple In their mid 20’s. We are looking for two clean working female professionals or one couple. Preferably Muslims. Girls students also welcome. This 150 square feet spacious room with walk in storage and pax wardrobe. The unit is Semi furnished with full kitchen, dining, washroom and common space is shared.
* $1300 for couple
* Single person $1050 everything included
* Free Wifi
* For students two twin mattress and beds are available. $650 per person in sharing including all utilities and wifi
* Convenient and Amazing ing Location
* Walking distance to: Costco, Walmart, Fresh Value, Humber Trail, School, Bus Stop, Bank, restaurants etc.
* Imo (mosque)
* Close to Humber College
* Close to all major Highways (hwy 401,400,427,410,403)
* Separate entrance
* Laundry included.
* Parking available
* Separate entrance
* Bright, Clean, Modern with pot lights throughout
* Large Luxury 4 piece bathroom with shower spa
* Lots of natural light with privacy windows and only few steps to get in and out
Strictly No Pets, no smoking, No alcohol or drugs in or around the premises
Requirements: 2 pieces of ID, letter of employment, 2 recent paystubs, first and last month rent required.
* Must see! Private bright spacious one bedroom room basement for rent in a raised bungalow. Major intersection/ Islington and Rexdale.
Beautiful 1300 square feet 2 bedroom basement in a raised bungalow. One bedroom is occupied by an Indian IT Muslim couple In their mid 20’s. We are looking for two clean working female professionals or one couple. Preferably Muslims. Girls students also welcome. This 150 square feet spacious room with walk in storage and pax wardrobe. The unit is Semi furnished with full kitchen, dining, washroom and common space is shared.
* $1300 for couple
* Single person $1150 everything included
* Free Wifi
* For students two twin mattress and beds are available. $650 per person in sharing including all utilities and wifi
* Convenient and Amazing ing Location
* Walking distance to: Costco, Walmart, Fresh Value, Humber Trail, School, Bus Stop, Bank, restaurants etc.
* Imo (mosque)
* Close to Humber College
* Close to all major Highways (hwy 401,400,427,410,403)
* Separate entrance
* Laundry included.
* Parking available
* Separate entrance
* Bright, Clean, Modern with pot lights throughout
* Large Luxury 4 piece bathroom with shower spa
* Lots of natural light with privacy windows and only few steps to get in and out
Strictly No Pets, no smoking, No alcohol or drugs in or around the premises
Requirements: 2 pieces of ID, letter of employment, 2 recent paystubs, first and last month rent required.
*Looking for long term
For more info / private showing please message",59 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-islington-and-rexdale/1687801161
"Homestay near Bay and College, priced right",,"Toronto, ON M5B 2H3","March 10, 2024 12:28 PM",,,,,,"....YOU WILL LOVE THIS PLACE, IT’S LOCATION AND THE PRICE....Are you a student who needs a nice shared large room in a downtown high-rise with 3 good meals a day for an unbelievably LOW PRICE? It is always very quiet here with 3 non-smokers (2 students of the same gender and me, a male senior) we keep the place clean and shower and use deodorant daily. The room you sleep in at night has 2 single beds. It is the living room, dining room, study area with 3 desks, and kitchen during the day. It is over 600 square feet. I sleep in the master bedroom which is 160 square feet. Please respond with your WhatsApp number so that I can call and show you the space as a first step. The subway is steps away.",,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/homestay-near-bay-and-college-priced-right/1687800266
"Indian girl offering a room near Centennial College, female only",,"Scarborough, ON M1B 2J7","March 10, 2024 12:28 PM",,,,,,"Private room available for female working professionals/students at Meadowvale Rd and Sheppard Ave East/Port Union in Scarborough. Basement private bedroom with windows. Very clean and Calm. Sharing new washroom and Separate entrance. Other tenants are Indian/ Nepal/Sri Lankan female students.
Tamil, Malayalam, Hindi etc.
Looking for a tidy girl, Light cooking, parking.
Rent $600.
Close to park and steps away from TTC Close to Grocery store (Walmart, No-frills, Indian Grocery within 5-10 min)
Close to centennial college, northern college, Alpha college and university of Toronto, Scarborough
One bus to Lambton College.
TTC 85A bus - Don Mills Subway- Sheppard Ave E/Rouge Valley.
TTC 86 Bus - Kennedy Subway /Sheppard Ave E-
One Bus to Don mills/Sheppard Subway or Kennedy Subway.
One Bus to Lambton College, Close to Centennial College - Progress & Morningside Campus
Close to Scarborough Town Centre, Close to Rouge Valley Centenary Hospital
Close to University of Toronto - Scarborough Campus
Address: Lionhead Trail, Near Meadowvale Rd and Sheppard Ave E, Scarborough
If you are interested, please give me your name and phone number, I will contact you.",13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/indian-girl-offering-a-room-near-centennial-college-female-only/1687800256
Private room for rent for a boy,,"North York, ON M3J 1C5","March 10, 2024 12:26 PM",,,,,,"Private room for single occupancy (@1050 per month including utilities).
- Shared Kitchen and bathroom
- En-suite Laundry available
- Complementary Wi-fi
- Direct TTC service to Subway and York University (5 minutes)
- Walking distance to NoFrills, Tim Hortons, Walmart Superstore, Restaurants, Banks,..
- No pet, no smoking, no party, No overnight visitors",6 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-rent-for-a-boy/1687800123
"Room sharing with one Indian girl, preferred female only",,"Scarborough, ON M1B 2J7","March 10, 2024 12:25 PM",,,,,,"Malayalee girl offering a Shared Room for one girl, near Centennial College, Scarborough
Basement private bedroom with windows. Very clean. Sharing new washroom and Separate entrance.
Other tenants are Indian female students.
Rent $450. Looking for a quiet, calm, responsible, polite, and tidy girl.
Location: Lionhead Trail, Meadowvale Rd & Sheppard Ave East",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-sharing-with-one-indian-girl-preferred-female-only/1687800044
Space in a shared room for rent for a boy,,"North York, ON M3J 1C5","March 10, 2024 12:25 PM",,,,,,"Bright and Spacious one space available in a shared bedroom @600 per person including utilities.
- Shared Kitchen and bathroom
- En-suite laundry available
- Complementary wi-fi
- Direct TTC service to Subway and York University (5 minutes)
- Walking distance to NoFrills, Tim Hortons, Walmart Superstore, Restaurants, Banks,..
- No pet, no smoking, no party, No overnight visitors",10 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-in-a-shared-room-for-rent-for-a-boy/1687800032
